prompt,SFT_Text,SFT_Is_Safe,SFT_ScamLLM_Score,category,generator,BCO_Text,KTO_Text,BCO_ScamLLM_Score,KTO_ScamLLM_Score,SFT_Cosine_Sim,BCO_Cosine_Sim,KTO_Cosine_Sim,SFT_vs_BCO_Cosine_Sim,SFT_vs_KTO_Cosine_Sim,SFT_KL_Div,BCO_KL_Div,KTO_KL_Div,SFT_vs_BCO_KL_Div,SFT_vs_KTO_KL_Div
"subject: URGENT: Immediate action required to avoid service interruption.
urls: True
attachments: False
sentiment: urgent
->
body:","**********************
You are receiving this message because you have an active eBill account with Xcel Energy.
For questions about this message, please contact <EMAIL>.
**********************

Attention: Xcel Energy eBill Customer

Due to an <ORG> outage, you are receiving this notification to update your payment information in eBill. If you do not update your information in eBill, your payment may be delayed. 

If you have an automatic payment set up, you will need to update your payment information with your bank account information. This update is needed for payments processed through the Direct Payment system. The Direct Payment system is used when you choose to pay your bill over the phone or through your bank's bill pay system.

To update your payment information in eBill, follow these steps:

1. Go to the eBill login page at <URL>
2. Log in with your eBill User ID and password.
3. Select your account from the list of accounts.
4. Click the ""Set up Auto-Pay"" button.
5. Enter your bank account information and save your changes.

If you have questions about this message or need additional assistance, please contact <EMAIL>.

Thank you for using Xcel Energy eBill.",True,0.9990959167000001,Urgency,ChatGPT,"To: All <ORG> <LOC> Users

Urgent - System Outage Notification

Outage Description:

All <ORG> systems (including Financial Production, HR Production, Interfaces, iBuyIt, and iPayIt) will be shutdown in order to upgrade our storage hardware. This maintenance is required to ensure that sufficient storage is available for the <ORG> Production systems.



Date & Time of Outage: 

Outage Commences: <DATE> @ 8:00pm CST

Outage Ends: <DATE> @ 2:00am CST



Contacts:



Contact:

Contact Information:

<ORG> Customer Care 

<PHONE>

Gary Sentiff	  <PHONE>","Your subscription to <ORG> is about to expire.  Take action now!

If you have not already done so, we urge you to take immediate action to
avoid disruption in your service.  As of the date of this message, your
<ORG> subscription is set to expire.

<ORG> offers you a choice of subscription terms: 12 months or 24 months.
The 12-month subscription option is currently $99, and the 24-month
subscription option is $175.  You may renew your subscription at the
current rate only until <DATE>.

To renew your subscription online, please click the link below:

<URL>

For your convenience, we have also included a renewal form in this email.
Please print this form, fill it out, and mail it to us at the address
listed on the form.  We regret that we cannot accept renewals by phone.

Thank you for your subscription to <ORG>. We look forward to continuing
to provide you with the news and information that is important to you.

<ORG> Customer Service
<URL>",0.6753966808319092,0.9978284239768982,22.14566171169281,33.798182010650635,23.822519183158875,36.46772503852844,31.12134337425232,0.20699340105056763,0.16817471385002136,0.20085299015045166,0.1602470427751541,0.19492579996585846
"subject: Final notice: Your response is needed within 12 hours.
urls: False
attachments: False
sentiment: urgent
->
body:","12 HOURS TO RESPOND: This is your final notice. Please respond to this email ASAP.

Dear <PER>, 

This is your final notice before the critical <ORG> deadline at midnight tonight. We need to know where we stand before we close the books on <PER>.

The deadline is 12 hours away, and we need you to respond right away. 

Can you click here and donate before it's too late? <EMAIL>&zip016&city=<LOC>&state=%%zip016%%&street=%%street%%&use=web_donation>

If you've saved your payment information with ActBlue Express, your donation will go through immediately:

Donate $3 instantly

Donate $15 instantly

Donate $25 instantly

Or donate another amount instantly.

Thanks,

Progressives <PER>

P.S. If you've saved your payment information with ActBlue Express, your donation will go through immediately:

Donate $3 instantly

Donate $15 instantly

Donate $25 instantly

Or donate another amount instantly.

Contributions or gifts to <ORG> are not tax deductible

Paid for by <ORG>. <URL>. Not authorized by any candidate or candidate's committee.

<URL>",True,0.9978834987,Urgency,ChatGPT,"1.  Your response is needed within 12 hours.  If you are unable to respond within 12 hours, please call <PER> Pickering personally at <PHONE>.  Thank you.

2.  We still do not have a response from the following named individuals.  Please advise immediately.

Legal:  <PER> Zipper, <PER> Cook, <PER> Herron, <PER> Dasovich, <PER> Freeman, <PER> Fowler, <PER> Steffes, <PER> Witter, <PER> Tindle, <PER> Jones, <PER> Wolfe, <PER> Cash, <PER> Wangerin, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel, <PER> McCarrel","Your response is needed within 12 hours.

The following item will be auctioned today, <DATE> at 3:00 p.m. CT:

<LOC> Gas Daily - 1 Bcf Per Day, <DATE> - <DATE>

The auction is being conducted over the Internet with a minimum bid amount of $9,000.  To make a bid, click on the following link:  

<URL>

Please note that bids are not being accepted by email.

If you have any questions, please call <PHONE> (toll free) or <PHONE> (internationally).",0.9392542243003845,0.08264762163162231,37.760064005851746,26.528561115264893,16.894984245300293,26.04825794696808,25.336796045303345,0.16578751802444458,0.19719135761260986,0.22706784307956696,0.19309723377227783,0.1921008825302124
"subject: Time-sensitive: Confirm your details before midnight.
urls: True
attachments: False
sentiment: urgent
->
body:","2016 Member ID: 1620245

NAME AT THE TIME: <PER>
EMAIL: <EMAIL>
PASSWORD: westeros

Dear <PER>,

Confirm your details before midnight:

<URL>

Your 2016 Member ID is 1620245.

This is your unique link to access the site.

If you have any questions, please contact us at:

<EMAIL>

Thank you for your membership!

Sincerely,

The <ORG> Team


This email was sent to <EMAIL>.
Your e-mail address will only be used within the <ORG>. We do not sell or rent e-mail addresses. 
--------------------------------------------------------

Update your profile: <URL>
Manage your communications preferences: <URL>
Unsubscribe: <URL>
Privacy Policy: <URL>
Contact Us: <URL>

--------------------------------------------------------
<ORG> <LOC> | <PHONE> | <PHONE>",True,0.9991975427,Urgency,ChatGPT,"1. Your password is: <EMAIL>

If you have forgotten your password, please click here:
<URL>

2. Your account number is:  1803 0001  0002 0002

If you have forgotten your account number, please click here:
<URL>

3. Your date of birth is:  <DATE>

If you have forgotten your date of birth, please click here:
<URL>

4. Your security question is:  What was your first job?

If you have forgotten your security question, please click here:
<URL>

5. Your answer to your security question is:  Teacher

If you have forgotten your answer to your security question, please
click here:
<URL>

6. Your phone number is:  713 799-9171

If you have forgotten your phone number, please click here:
<URL>

7. Your fax number is:  713 299-9171

If you have forgotten your fax number, please click here:
<URL>

8. Your e-mail address is: <EMAIL>

If you have forgotten your e-mail address, please click here:
<URL>

9. Your mailing address is:  2307 WHEAT RIDGE DR","<ORG> | How many of us have a lot of important details stored in our heads? A spouse's birthday, an alarm code, a friend's phone number, a favorite recipe, our own social security number - we have to remember it all, but we often forget it all. 

And how many of us forget our passwords? We're asked to remember so much, and the average person has 6.3 passwords to remember, according to a 2013 study by the <ORG> of <ORG>. The average number of unique passwords per user was 5.2, and the average number of different sites requiring a password was 3.7. 

<ORG> is asking for just one password, one time, to log into a new service. A service that will be a game changer in the fight for media justice. The service will allow you to create and maintain a profile, and will be a hub for all your <ORG> activity. The service will also allow you to easily make a donation to <ORG> and opt in for updates about <ORG> news and campaigns. 

We need you to confirm your details before midnight tonight. Please click here to confirm your email address and create a password. It only takes a minute, and",0.742424726486206,0.4875093698501587,31.14113211631775,29.75570559501648,32.78201520442963,43.07631850242615,33.662569522857666,0.1869954764842987,0.18462082743644714,0.17165020108222961,0.15560297667980194,0.17577967047691345
"subject: Immediate attention required: Security alert detected.
urls: True
attachments: False
sentiment: urgent
->
body:","1. We have detected an immediate security risk. 2. This is a critical alert. 3. Click here to stop this alert: <URL> 

This email is not sent unsolicited. This is a freeze alert. It is not a sales email.
We apologize for any inconvenience.",True,0.9916384816,Urgency,ChatGPT,"Immediate attention required: Security alert detected.
<DATE>

Dear Valued Customer,

We have detected a potential security threat to your system.
Please click here now <URL>
and update your system to avoid potential problems.
<URL>

Sincerely,
<ORG> Customer Care
<ORG> Corporation
<LOC>
<LOC>, <LOC>  77002
<LOC>","The <PER> Online Security Team has detected suspicious activity on your account.

Your <ORG> password was used to access your account from an unrecognised computer in Bogota, Colombia at 11:01:49 AM on <DATE>.

Please change your password immediately by going to <URL>

If you did not access your account from Bogota, Colombia at the date and time listed above, your password may have been compromised.",0.9922707080841064,0.9949384927749634,60.83398461341858,60.901832580566406,30.20462989807129,63.82429003715515,32.80933499336243,0.10540485382080078,0.10324133932590485,0.18407540023326874,0.09080018103122711,0.17519327998161316
"subject: Act now: Limited window to resolve your account issue.
urls: True
attachments: False
sentiment: urgent
->
body:","6 days until the <ORG> deadline.

We're almost there.

But <PER>, we still need your help.

We need 5,000 donors to step up before the deadline to reach our $1 million goal. Can we count on you to help us hit the mark?

Chip in $5 immediately >>
Chip in $35 immediately >>
Chip in $50 immediately >>
Chip in $100 immediately >>
Chip in $250 immediately >>
Or donate another amount >>
We can't do this alone.

<ORG> is funded entirely by grassroots supporters like you. We don't have corporations or other outside groups to fund our work.

And with just 6 days until our deadline, we're facing a serious challenge.

<PER>, can you click here and donate before it's too late?

<URL>

Thanks,

<ORG>----

This email was sent to <EMAIL>.

To unsubscribe, go to: 
<URL>

Paid for by <ORG>",True,0.9980810881000001,Urgency,ChatGPT,"12 DAYS LEFT TO SAVE YOURSELF $100.00

If you have an account issue, we have a solution. Act now to save yourself $100.00 and resolve your account issue before the <DATE> deadline.

Click here to resolve your account issue: <URL>

Your account will be automatically credited $100.00.

Thank you for choosing to resolve your account issue.

Sincerely,

The <ORG> Team

------------------------------------------

Contact us: <URL>

Privacy Policy: <URL>

Unsubscribe: <URL>

(c) 2016 <ORG>, <LOC>. All rights reserved.","Dear <PER> D <PER>,

We're writing to remind you that you have an account issue that needs to be resolved. If you do not take immediate action, your account could be restricted.

Please log in to your account today: <URL>

Here's what you need to do:

1.  Log in to your account using your email address and password.
2.  From the ""My Account"" homepage, select the ""Update your profile"" tab.
3.  Scroll down to the ""Update your password and security questions"" section.
4.  Follow the instructions to update your password and security questions, then click ""Save changes.""

If you have any questions or need help with this process, please email us at <EMAIL>.

Thank you for your attention to this important matter. We look forward to continuing to serve you.

Sincerely,

<PER> D <PER>

Customer Service
<ORG> Credit Union

P.S. - If you received this email in error, or no longer wish to receive account service notifications, you can unsubscribe at <URL>",0.9976522326469421,0.9807072281837463,16.58671200275421,46.31701707839966,39.01482820510864,41.942620277404785,28.15631628036499,0.22598572075366974,0.14039599895477295,0.15535905957221985,0.15263983607292175,0.1880013644695282
"subject: Deadline approaching: Submit your information today.
urls: False
attachments: True
sentiment: urgent
->
body:","2001 <ORG> LEGISLATIVE SURVEY
Please complete the attached survey and return it to us by <DATE>.  The survey results will be used to develop a unified legislative program for the <ORG> and to determine the amount of contributions that will be needed to support the legislative program.  Your participation is critical to the success of our legislative program.  Please take a few minutes to complete and return the survey to us at the address shown below.
Sincerely,
<PER> G. Miller
President
<ORG>
<ATTACHMENT> 
<ATTACHMENT>",False,0.3181109428,Urgency,ChatGPT,"2001 ASME International Mechanical Engineering Congress & Exposition
<DATE> - <DATE> 2001
<LOC>, <LOC>

Dear Speaker:

As you are aware, the deadline for submitting your presentation abstract is
approaching.  The deadline is <DATE>.  We have received a
very high volume of abstracts this year, and the review process will be
very competitive.  We therefore strongly encourage you to submit your
abstract as soon as possible to ensure its timely review.

As a reminder, the following are some key points regarding the submission of
your abstract:

*  The deadline for submission is <DATE>.

*  Your abstract must be typed in accordance with the submission
instructions contained in the Call for Papers e-mail that you received
earlier.

*  Your abstract must be submitted through the online submission process
at <URL>.  You will need to enter your
ASME ID (which was included in the Call for Papers e-mail) and password to
log in to the system.  If you have forgotten your password, you can request
a new one by clicking on the ""Forgot your ID/Password?"" link on the
login screen.

*  Your abstract must be submitted in MS Word format.","NCI Form 278 Attachment A - Deadline <DATE> 
Dear <ORG> Employee: 
As you may be aware, the National Energy Policy Development Group has identified <ORG> as a company that may have an interest in applying for a direct 
interest in the oil and natural gas resources of the Gulf of Mexico.  If 
<ORG> were to receive such a direct interest, we would be required to 
report that interest to the Office of Management and Budget.  In order 
to determine which <ORG> employees should be included in such a report, 
<ORG> must have a current list of all employees who are involved in the 
acquisition of, or investment in, oil and natural gas resources. 
Please complete the attached form, which will be used to compile the 
required list.  If you have any questions regarding this form, please 
contact <PER> at <PHONE>.  You may also send your completed 
form to <PER> by email at <EMAIL>. 
We appreciate your assistance in completing this important task. 
Sincerely, 
<PER> 
<ATTACHMENT>",0.39546990394592285,0.9936896562576294,14.646539092063904,33.311253786087036,18.865302205085754,22.75296449661255,37.83610165119171,0.21295592188835144,0.17820796370506287,0.2055649310350418,0.20559470355510712,0.1609422266483307
"subject: Critical update: Respond immediately to avoid penalties.
urls: False
attachments: False
sentiment: urgent
->
body:","12 days until <DATE> deadline.
$1,OOO,OOO Goal
<PER>,

The <ORG> is about to face a major setback.

As of 6pm, we're $1,OOO,OOO short of our <DATE> deadline.

If we don't make up the difference before then, we'll have to cut our <ORG> budget.

<PER>, we can't let that happen. We need you to step up right now. If you don't, you could be putting the <ORG>'s future at risk.

Click here to make a contribution before it's too late.

<URL>

Thanks for your support.

-EndCitizensUnited.org




PAID FOR BY <ORG>

<URL>",True,0.9981620908000001,Urgency,ChatGPT,"<PER> -- 
We're in the homestretch of this election, and we've got some bad news: The <ORG> is about to set a new record for outside spending against <PER>. 
As of 8:30pm, the <ORG> and their Super PAC allies have spent over $7,1OO,OOO against <PER> -- more than 20 times what they spent against her in 2O12. 
If we're going to fight back against this unprecedented wave of attacks, we need to hit our $5OO,OOO goal by midnight. Can you click here and donate before it's too late? 
<ORG> are trying to buy this election for <PER>. But if we can keep our heads in the n<PHONE> days, we can win this thing. 
Donate $5 or more to help us hit our goal before midnight: 
<EMAIL> 
Thanks, 
<PER> 
<PER> 
<ORG> 






This message was emailed to: <EMAIL> 
To unsubscribe from this email list, please paste this URL into your browser: 
<URL> 
Paid for by the <ORG>","<PER> --

This is a critical update about the <ORG> health care law. 

If we don't act, millions of Americans could face higher health care costs, and some of our neighbors could be denied the health care they need.

I know you've been receiving a lot of emails from <ORG> about this, but we need you to respond immediately to avoid costly penalties.

<PER>, click here to respond to the <ORG> health care law before it's too late.

<URL>

We need to hear from you immediately, <PER>.

Thank you for your support.

<PER>

<PER> Carson
Chair
<ORG>


Paid for by <ORG>

This email was sent to: <EMAIL>
To update your address, go to: <EMAIL>
To unsubscribe from these messages, go to: <URL>
To contact the campaign with any questions or concerns, go to: <URL>",0.7879336476325989,0.9150822162628174,22.37394154071808,17.71237999200821,24.869441986083984,63.499706983566284,31.44191801548004,0.21043512225151062,0.2155749797821045,0.20917841792106628,0.09768499433994293,0.18644490838050842
"subject: Urgent reminder: Payment overdue and requires action.
urls: True
attachments: False
sentiment: urgent
->
body:","2001 Payment due for <ORG> Online Prime Brokerage Services

Dear <PER> Wolfe,

We are sending this message to notify you that your account with <ORG> is past due.  Please log into <ORG> Online and make a payment today to avoid service interruption.  Your account number is 1FRV1L3LJ.

To make a payment online, follow these steps:

1. Log into <ORG> Online.
2. Click on the Payments tab.
3. Click on the Add Payment button.
4. Select your funding source.
5. Enter the amount you would like to pay.
6. Click on the Submit Payment button.

If you have any questions, please call us at <DATE>00-435-0761, option 3.

Thank you for trading with us.

Sincerely,

<ORG> Online Customer Service
<URL>",True,0.999004662,Urgency,ChatGPT,"You are receiving this message because you have an unresolved payment due to <ORG> for your account number ending in 2101.  Your total amount due is $1,200.00.

If you do not take action, your account may be suspended and you will be unable to trade until your balance is paid.  Your account may also be subject to interest charges and late payment fees.

To pay now, click on the following link: <URL>

If you have already paid, you can disregard this message.

Thank you for trading with <ORG>.","Your business needs to make important payments. This is an urgent reminder that you must make decisions about these payments.

To review your open invoices and make payments, click here: <URL>

Note: This email is not a payment request. 

If you need assistance, please contact <ORG> customer care at <PHONE>.",0.9985104203224182,0.10770797729492188,47.35525846481323,45.37938833236694,51.69954299926758,55.626851320266724,37.391069531440735,0.13677498698234558,0.15171459317207336,0.12587766349315643,0.12046496570110321,0.15719765424728394
"subject: Immediate verification needed to secure your account.
urls: True
attachments: False
sentiment: urgent
->
body:","******* URGENT ******* 

We have received a high volume of password reset requests. As a result, we are asking you to immediately verify your identity by clicking the link below. 

Click the link below to verify your identity: 
<URL> 

If you did not initiate a password reset request, your account may have been compromised. We urge you to immediately change your password. 

Click the link below to change your password: 
<URL> 

We apologize for the inconvenience. 

Thank you,

<ORG> Customer Care 

******* URGENT *******",True,0.998280406,Urgency,ChatGPT,"Important Information Notice


Your account has been suspended. Please verify your information to reactivate your account. 

To reactivate your account, click on the link below:
<URL>

If you did not request the suspension of your account, please disregard this message. Your account will remain suspended unless you click on the link above.

Thank you.","We need to confirm that you are the person who created an account with us.

To confirm your identity, please click here: <URL>
If you did not create an account with us, please ignore this message.

Thanks,
The PayPal Team


Please do not reply to this e-mail. We are unable to respond to inquiries sent to this address. For immediate answers to your questions, login to your account and choose the ""Help"" link in the footer of any page.",0.977790355682373,0.994955837726593,51.18399262428284,42.013198137283325,39.53595757484436,49.34423565864563,49.970921874046326,0.13060474395751953,0.1509607881307602,0.16059726476669312,0.13372831046581268,0.13460597395896912
"subject: Last chance: Complete your request before expiration.
urls: True
attachments: False
sentiment: urgent
->
body:","24 hours left to complete your request.

<PER>,

Your request to <LOC> University for <PER> is expiring soon. If you haven't already, please complete your request by midnight tonight. 

Your gift will support <LOC> University's commitment to advancing knowledge and solving global problems.

<PER> University needs you now. Please make a gift today. 

<URL>

Sincerely,

<PER>
Senior Director of Development
<ORG>


To ensure you continue receiving our emails,
please add us to your address book or safe list.

manage your preferences (<URL>
opt out (<URL> using TrueRemove(r).

Got this as a forward? Sign up (<URL> to receive our future emails.",True,0.9992057681000001,Urgency,ChatGPT,"1,024 images remaining

<PER> -- this is your last chance to make your request before it expires.

<ORG> is going to close down in just 48 hours, but we're still missing your response.

<ORG> is a grassroots organization powered by supporters like you. We don't have a billionaire backing us, so we rely on members like you to help us fight back against the <ORG> billionaire class.

If you were thinking about signing up, this is your last chance. We're going to shut down in just 48 hours.

Click below to instantly sign up as a Founding Member of <ORG>:

<URL>

Thank you for all you do,

-EndCitizensUnited.orgPAID FOR BY <ORG>

<URL>",<<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>,0.9969404935836792,0.08561509847640991,42.41674542427063,40.03974497318268,33.43449831008911,39.697691798210144,25.988197326660156,0.15628090500831604,0.15179507434368134,0.1859208643436432,0.15493705868721008,0.20620197057724
